,index,name,brand,price,number_of_comment,weight(g),camera(mp),Negative,Positive,rank
155,155,Máy Ảnh Selfie Lấy Liền Fujifilm Instax Mini 70 - Xanh - Hàng Chính Hãng,Fujifilm,2690000.0,2.0,165.6,90.2,0.23402561069428776,0.7659743893057123,148
156,156,Máy Ảnh Fujifilm X-H1 Body - Hàng Chính Hãng,Fujifilm,31990000.0,1.0,501.6,278.0,0.4889948499474168,0.5110051500525831,4
157,157,Máy ảnh Olympus Pen F Body_Bạc - Hàng Chính Hãng,Olympus,20000000.0,0.0,425.6,230.0,0.03986181945723021,0.9601381805427698,61
158,158,Máy Ảnh Fujifilm X-E3 + 23mm F2 - Hàng Chính hãng,Fujifilm,19550000.0,0.0,406.8,230.0,0.03986181945723021,0.9601381805427698,62
159,159,Máy Ảnh Nikon Z7 + Kit Nikkor Z 24-70mm f/4 S - Hàng Chính Hãng,Nikon,83500000.0,0.0,675.0,314.0,0.03986181945723021,0.9601381805427698,11
160,160,Máy ảnh chụp in liền Lomo'Instant Automat Glass màu Magellan (pin máy  remote) hàng chính hãng,Lomography,5060000.0,0.0,300.8,90.2,0.03986181945723021,0.9601381805427698,135
161,161,Máy Ảnh Canon IXUS 190 (Lê Bảo Minh) - Xanh - Hàng Chính Hãng,Canon,3990000.0,0.0,375.4,90.2,0.03986181945723021,0.9601381805427698,136
162,162,Máy Ảnh Fujifilm X-E3 Body - Hàng Chính Hãng,Fujifilm,17490000.0,1.0,337.0,186.2,0.15150963446600058,0.8484903655339994,113
163,163,Máy Ảnh Fujifilm X-E3 Lens 18-55mm - Hàng Chính Hãng,Fujifilm,24490000.0,0.0,337.0,188.2,0.03986181945723021,0.9601381805427698,95
164,164,MÁY ẢNH CHỤP IN LIỀN LOMO INSTANT AUTOMAT & LENSES MÀU BORA BORA (PIN MÁY  REMOTE) hàng chính hãng,Lomography,4730000.0,0.0,295.4,90.2,0.03986181945723021,0.9601381805427698,137
165,165,Máy Ảnh Panasonic Lumix S1 + Kit Lumix 24-105m f/4 - Hàng Chính Hãng,Panasonic,81990000.0,0.0,708.0,314.0,0.03986181945723021,0.9601381805427698,12
166,166,MÁY ẢNH OLYMPUS STYLUS TOUGH TG-6 - Màu Đỏ - Hàng Chính Hãng,Olympus,11500000.0,0.0,273.2,242.6,0.03986181945723021,0.9601381805427698,51
167,167,Máy Ảnh Nikon Z6 + Ngàm Chuyển Nikon Ftz - Hàng Chính Hãng,Nikon,47990000.0,0.0,589.8,258.6,0.03986181945723021,0.9601381805427698,41
168,168,Máy Ảnh Canon EOS 6D MARK II Body - Hàng Chính Hãng - Tặng Kèm Thẻ Nhớ Và Túi Đựng Máy Ảnh,Canon,45000000.0,0.0,685.0,266.2,0.03986181945723021,0.9601381805427698,25
169,169,Máy ảnh Olympus OM-D E-M10 Mark III + Kit 14-42mm EZ (Đen) - Hàng Chính Hãng,Olympus,14500000.0,0.0,372.8,182.2,0.03986181945723021,0.9601381805427698,102
170,170,Máy Ảnh Nikon Z6 + Kit Nikkor Z 24-70mm f/4 S - Hàng Chính Hãng,Nikon,60000000.0,0.0,585.0,314.0,0.03986181945723021,0.9601381805427698,13
171,171,Máy ảnh Nikon Z50 Kit 16-50mm F/3.5-6.3 VR - Hàng Chính Hãng (Máy Ảnh Mirrorless),Nikon,23990000.0,0.0,397.0,196.6,0.03986181945723021,0.9601381805427698,81
172,172,Máy Ảnh Fujifilm X-T2 (24.3MP) + Lens 18-55mm - Đen - Hàng Chính Hãng,Fujifilm,38490000.0,0.0,552.4,266.0,0.03986181945723021,0.9601381805427698,31
173,173,Máy Ảnh Fujifilm X-Pro2 GR (24.3MP) + Lens XF23mm F2 Graphite Silver - Bạc - Hàng Chính Hãng,Fujifilm,53990000.0,0.0,616.8,258.6,0.03986181945723021,0.9601381805427698,42
174,174,Máy ảnh Panasonic Lumix GF10 + kit 12-32MM (Bạc) + Pin + Quà tặng : Túi  thẻ nhớ - Hàng Chính Hãng,Panasonic,14490000.0,0.0,372.8,182.2,0.03986181945723021,0.9601381805427698,103
175,175,Máy Ảnh Olympus OM-D E-M1 Mark II (Body) - Hàng Chính Hãng,Olympus,43000000.0,0.0,595.6,266.0,0.03986181945723021,0.9601381805427698,32
176,176,Máy Ảnh Olympus Pen E-Pl9 Kit 14-42mm F/3.5-5.6 Ez (Black) - Hàng Chính Hãng,Olympus,13500000.0,0.0,326.0,226.2,0.03986181945723021,0.9601381805427698,69
177,177,Máy Ảnh Fujifilm X-E3 Lens 23mm F/2 R WR GS - Hàng Chính Hãng,Fujifilm,23490000.0,0.0,337.0,196.6,0.03986181945723021,0.9601381805427698,82
178,178,Máy Ảnh Nikon Z6 + Ngàm Chuyển Nikon Ftz - Hàng Nhập Khẩu,Nikon,41990000.0,0.0,563.8,266.0,0.03986181945723021,0.9601381805427698,33
179,179,MÁY ẢNH CHỤP IN LIỀN LOMO'INSTANT MÀU ĐEN hàng chính hãng,Lomography,2520000.0,0.0,165.6,90.2,0.03986181945723021,0.9601381805427698,138
180,180,Máy Ảnh Fujifilm X-T2 Graphite Silver (24.3MP) Body - Bạc - Hàng Chính Hãng,Fujifilm,38000000.0,0.0,552.4,266.0,0.03986181945723021,0.9601381805427698,34
181,181,Máy ảnh kỹ thuật số Paper Shoot chính hãng  13MP CMOS  10s 1080p Video Zen Series,Paper Shoot,3025000.0,0.0,312.4,22.0,0.03986181945723021,0.9601381805427698,151
182,182,Máy Ảnh FUJIFILM X-T30 + Ống kính kit XF 18-55 (Charcoal / Xám chì) - Chính Hãng,Fujifilm,28990000.0,0.0,382.2,196.4,0.03986181945723021,0.9601381805427698,91
183,183,Máy ảnh Nikon Z50 Body - Hàng Chính Hãng (Máy Ảnh Mirrorless),Nikon,20990000.0,0.0,397.0,230.0,0.03986181945723021,0.9601381805427698,63
184,184,Máy ảnh Olympus Pen F Body_Đen - Hàng Chính Hãng,Olympus,23490000.0,0.0,455.0,196.6,0.03986181945723021,0.9601381805427698,83
185,185,Film FUJIFILM INSTAX Mini (10 Tấm),Fujifilm,374000.0,0.0,305.4,90.2,0.03986181945723021,0.9601381805427698,139
186,186,Máy Ảnh Canon EOS 200D Kit 18-55mm (Đen) - Hàng Chính Hãng,Canon,15790000.0,0.0,406.0,174.2,0.03986181945723021,0.9601381805427698,108
187,187,Máy Ảnh Canon EOS M6 Kit 15-45mm (Bạc) - Hàng Chính Hãng,Canon,16275000.0,0.0,390.0,186.0,0.03986181945723021,0.9601381805427698,100
188,188,Máy Ảnh Nikon D3500 + 18-55mm VR - Hàng Chính Hãng,Nikon,13020000.0,0.0,301.2,226.2,0.03986181945723021,0.9601381805427698,70
189,189,Máy Ảnh Nikon D500 Body - Hàng Nhập Khẩu,Nikon,30790000.0,0.0,760.0,196.4,0.03986181945723021,0.9601381805427698,92
190,190,Máy Ảnh Fujifilm X-H1 Body + Grip Kit - Hàng Chính Hãng,Fujifilm,34490000.0,0.0,570.4,290.2,0.03986181945723021,0.9601381805427698,18
191,191,Máy ảnh Nikon D780 Kit 24-120mm F4G ED VR (Hàng Chính hãng),Nikon,69990000.0,0.0,690.0,314.0,0.03986181945723021,0.9601381805427698,14
192,192,Máy ảnh kỹ thuật số Paper Shoot chính hãng  13MP CMOS  10s 1080p Video Cork Series,Paper Shoot,3025000.0,0.0,125.0,22.0,0.03986181945723021,0.9601381805427698,152
193,193,Máy Ảnh Fujifilm X-E2 + Lens 35mm F1.4 - Hàng Chính Hãng,Fujifilm,19900000.0,0.0,406.8,230.0,0.03986181945723021,0.9601381805427698,64
194,194,Máy ảnh Canon loại in ảnh ngay ZV123 - Hàng chính hãng Lê Bảo Minh,Canon,5600000.0,0.0,328.8,137.8,0.03986181945723021,0.9601381805427698,119
195,195,Giấy In Ảnh Mini Fuji (3 Gói), FUJIFILM,601000.0,0.0,305.4,90.2,0.03986181945723021,0.9601381805427698,140
196,196,Máy ảnh Olympus OM-D E-M10 Mark III + Kit 14-42mm EZ (Bạc) - Hàng Chính Hãng,Olympus,14500000.0,0.0,372.8,182.2,0.03986181945723021,0.9601381805427698,104
197,197,Máy Ảnh Fujifilm X-Pro 2 + 23mm F2 Black - Hàng Chính Hãng,Fujifilm,50480000.0,0.0,561.4,258.6,0.03986181945723021,0.9601381805427698,43
198,198,Máy Ảnh Sony DSC-RX100M5A - Hàng Chính Hãng,Sony,20990000.0,0.0,464.8,230.0,0.03986181945723021,0.9601381805427698,65
199,199,Máy ảnh Olympus E-M1X (Body) ( Hàng Chính hãng),Olympus,72000000.0,0.0,708.0,314.0,0.03986181945723021,0.9601381805427698,15
200,200,Máy ảnh kỹ thuật số Paper Shoot chính hãng  13MP CMOS  10s 1080p Video CROZ Series,Paper Shoot,4350000.0,0.0,375.4,90.2,0.03986181945723021,0.9601381805427698,141
