index,name,brand,price,number_of_comment,hardware_size(GB),RAM(GB),display(inch),Negative,Positive,rank
107,Laptop MSI GS66 Stealth 10SE-407VN (Core i7-10750H/ 16GB (8GBx2) DDR4 3200MHz/ 512GB SSD PCIE G3X4/ RTX 2060 6GB GDDR6/ 15.6 FHD IPS  240Hz  3ms/ Win10) - Hàng Chính Hãng ,MSI,43049000,0,512,16,15.6,0.5,0.5,6
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Dell,19390000,7,1024,8,15.6,0.131563914,0.868436086,249
109,Laptop Dell Inspiron 5570 M5I5413 Core i5-8250U/ Radeon 530 2GB/ Dos (15.6 FHD) - Hàng Chính Hãng ,Dell,17999000,2,256,8,15.6,0.632310471,0.367689529,130
110,Laptop Lenovo ThinkPad X1 Yoga Gen 3 20LDS00M00 Core i7-8550U/Win10 (14 ) - Hàng Chính Hãng (Black) ,Lenovo,44899000,0,256,8,14,0.5,0.5,138
111,Laptop Asus ZenBook UX325EA-EG081T (Core i5-1135G7/ 8GB LPDDR4X 3200MHz/ 256GB SSD M.2 PCIE G3X2/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng ,Asus,20699000,0,256,8,13.3,0.5,0.5,154
112,Laptop Acer Aspire 5 A514-54-39KU NX.A23SV.003 (Core i3-1115G4/ 4GB DDR4 2666MHz Onboard/ 256GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,12449000,1,256,4,14,0.188392671,0.811607329,190
113,Laptop HP ProBook 450 G6 5YM71PA Core i3-8145U/ DOS (15.6 HD) - Hàng Chính Hãng ,HP,11299000,0,500,1,15.6,0.5,0.5,81
114,"Laptop Asus Vivobook X507UF-EJ079T Core i7-8550U/ Win10 (15.6"" FHD) - Hàng Chính Hãng ",Asus,14999000,4,1024,4,15.6,0.305867938,0.694132062,246
115,LapTop HP 250 G7 15H40PA | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe Support 1 Slot HDD| VGA INTEL | Win 10 | 15 6  HD | Hàng Chính Hãng ,HP,10050000,0,256,4,14.32,0.5,0.5,161
116,Laptop Dell Inspiron 3505 Y1N1T1 (AMD R3-3250U/ 8GB/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Dell,10999000,0,256,2,15.6,0.5,0.5,158
117,Laptop Acer Swift 5 SF514-54T-793C NX.HLGSV.001 (Core i7-1065G7/ 8GB LPDDR4 2666MHz/ 512GB PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,27499000,1,512,8,14,0.149959007,0.850040993,89
118,Laptop Dell Inspiron 5490 FMKJV11 (Core i5-10210U/ 8GB/ 512GB SSD/ MX230 2G/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,19599000,0,512,8,14,0.5,0.5,49
119,"LapTop Lenovo V14 IIL 82C400X3VN | Intel Core i3 _1005G1 /4GB /256GB SSD PCIe /VGA INTEL /14"" Full HD | Hàng Chính Hãng ",Lenovo,9800000,1,256,4,14.96,0.510441616,0.489558384,163
120,Laptop Lenovo ThinkPad T490s 20NXS00200 Core i7-8565U/ Dos (14 FHD IPS) - Hàng Chính Hãng , Lenovo,29500000,0,256,8,14,0.5,0.5,139
121,Laptop Lenovo ThinkPad X390 Core i5-8365U/16Gb/ SSDNVMe 256Gb Win10 Pro (13.3 FHD IPS) - Hàng Chính Hãng , Lenovo,27990000,1,256,16,14.34,0.084603644,0.915396356,169
122,Laptop Lenovo IdeaPad 3 14IIL05 81WD0060VN (Core i5-1035G1/ 4GB DDR4/ 512GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,Lenovo,13899000,0,512,4,14,0.5,0.5,76
123,LapTop Lenovo V14 IIL - 82C400W3VN | Intel Core i5 _ 1035G1 | 4GB | 256GB SSD PCIe | VGA INTEL | 14  HD | FreeDos | Hàng Chính Hãng ,Lenovo,11600000,0,256,4,14.96,0.5,0.5,156
124,Laptop Dell Vostro 3405 V4R53500U001W (AMD R5-3500U/ 4G(4GB x 1) DDR4 2400Mhz/ 256GB SSD M2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,11339000,0,256,4,14,0.5,0.5,166
125,Surface Pro 7 Core I3 Ram 4Gb Sdd 128Gb Brand New - Hàng chính hãng ,Surface,18189000,0,205.4,6.6,15.6,0.5,0.5,187
126,LapTop Lenovo V15 IIL - 82C500MNVN | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe | VGA INTEL | 15 6  Full HD | Finger | FreeDos | Hàng Chính Hãng ,Lenovo,9800000,0,256,4,14.96,0.5,0.5,157
127,Laptop Acer Swift 3 SF315-52-50T9 NX.GZBSV.002 Core Core i5-8250U/ Win10 (15.6  FHD IPS) - Hàng Chính Hãng ,Acer,15599000,2,256,8,15.6,0.197592265,0.802407735,175
128,Apple iMac 2019 MRT32SA/A 21.5  4K - Hàng Chính Hãng ,Apple,30999000,2,1024,8,21.5,0.4175508,0.5824492,222
129,Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,16099000,0,512,8,14,0.5,0.5,50
130,Laptop Acer Aspire 7 A715-41G-R282 NH.Q8SSV.005 (AMD Ryzen 5 3550H/ 8GB DDR4 2400MHz/ 512GB PCIe NVMe/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,18649000,0,512,8,15.6,0.5,0.5,19
131,Laptop Lenovo ThinkPad X390 20Q0S03M00 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng , Lenovo,22500000,0,256,8,13.3,0.5,0.5,155
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,Acer,17299000,8,1024,8,15.6,0.418414144,0.581585856,244
133,Laptop Acer Aspire 5 A514-54-51RB NX.A2ASV.003 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,15729000,0,512,4,14,0.5,0.5,77
134,Laptop Asus VivoBook 14 A415EA-EB359T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,Asus,12319000,1,256,4,14,0.161508958,0.838491042,195
135,Laptop Asus Vivobook Flip TP412FA-EC609T (i5-10110U/8GB/512GB SSD/14FHD Touch/VGA ON/Win10/Gray/Pen)-Hàng chính hãng ,Asus,16990000,0,512,8,14.64,0.5,0.5,38
136,Laptop HP Probook 430 G7 9GQ10PA (Core i3-10110U/ 4GB DDR4/ 256GB SSD 13.3 HD/ Dos) - Hàng Chính Hãng ,HP,12499000,1,256,4,13.3,0.149959007,0.850040993,198
137,Laptop MSI GF63 Thin 9SCSR-846VN (Core i7-9750H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR5 with Max-Q/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,MSI,22899000,1,512,8,15.6,0.149959007,0.850040993,86
138,Laptop MSI GF65 Thin 10SDR-623VN (Core i5-10300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,MSI,24999000,0,512,8,15.6,0.5,0.5,20
139,Laptop HP 15s-fq1105TU 193P7PA (Core i5-1035G1/ 8GB/ 512GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,HP,15850000,0,512,8,15.6,0.5,0.5,21
140,Laptop Dell Vostro 3401 70227392 (Core i3-1005G1/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,11899000,0,256,1,14,0.5,0.5,172
141,Laptop HP 15-da1033TX 5NK26PA (Core i7-8565U/ 4GB DDR4 2400MHz/ 1TB HDD 5400rpm  x1 slot SSD M.2/ MX130 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,HP,14899000,0,1024,4,15.6,0.5,0.5,231
142,Laptop MSI GL75 Leopard 10SDR-495VN (Core i7-10750H/ 16GB (8GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti 6GB GDDR6/ 17.3 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,MSI,30899000,0,179.6,16,17.3,0.5,0.5,1
143,Laptop HP 15s-du0038TX 6ZF72PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 HD) - Hàng Chính Hãng ,HP,13699000,0,1024,4,15.6,0.5,0.5,232
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,Microsoft,22500000,9,128,8,12.3,0.407540924,0.592459076,220
145,Laptop Acer Nitro AN515-43-R4VJ NH.Q6ZSV.004 (AMD R7-3750H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,19299000,0,512,8,15.6,0.5,0.5,22
146,Laptop Dell Gaming G3 3500 G3500A (Core i7-10750H/ 8GB (4GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS  120Hz/ Win10) - Hàng Chính Hãng ,Dell,25449000,0,512,8,15.6,0.5,0.5,23
147,Laptop Dell Vostro 3405 70227396 (AMD R7-3700U/ 8GB/ 512GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,15399000,1,512,8,14,0.634128792,0.365871208,35
148,"Microsoft Surface Laptop 3 (Core i5-1035G7/13"") - Hàng Nhập Khẩu ",Microsoft,27490000,2,128,8,13,0.428835352,0.571164648,213
149,Laptop Dell Vostro 7580 70159096 Core i7-8750H/ Win10 (15.6  FHD) - Hàng Chính Hãng ,Dell,27999000,0,128,8,15.6,0.5,0.5,210
150,Laptop Dell Inspiron 7306 N3I5202W (Core i5-1135G7/ 8GB (4GBx2) LPDDR3 4267MHz/ 512GB SSD M.2 PCIe NVMe/ 13.3 FHD/ Win10) - Hàng Chính Hãng ,Dell,25099000,0,512,8,13.3,0.5,0.5,67
151,"Laptop Acer Aspire A514-51-525E NX.H6VSV.002 Core i5-8250U/Free Dos (14"" FHD) - Hàng Chính Hãng ",Acer,11999000,0,1024,4,14,0.5,0.5,242
152,Máy tính xách tay Lenovo ThinkPad X280 i5 Hàng chính hãng , Lenovo,20500000,0,256.4,8,14.84,0.5,0.5,135
153,Laptop MSI GF63 9SC-400VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1650 4GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,MSI,18699000,0,256,8,15.6,0.5,0.5,133
154,Laptop ASUS D509DA-EJ167T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 1TB x1 slot SSD M.2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Asus,11099000,2,1024,4,15.6,0.268268137,0.731731863,243
155,Laptop Acer Aspire 3 A315-54-368N NX.HM2SV.004 (Core i3-10110U/ 8GB DDR4 2133MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Acer,11629000,0,512,8,15.6,0.5,0.5,24
156,Laptop HP ProBook 450 G7 9LA53PA (Core i7-10510U/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIe/ MX250 2GB/ 15.6 FHD/ Dos) - Hàng Chính Hãng ,HP,22499000,1,332.8,8,14.16,0.149959007,0.850040993,125
157,Laptop Asus TUF Gaming F15 FX506LI-HN096T (Core i7-10870H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,Asus,25579000,0,512,8,15.6,0.5,0.5,25
158,Laptop Acer Nitro 5 2020 AN515-55-55E3 NH.Q7QSV.002 (Core i5-10300H/ 16GB DDR4 2933MHz/ 512GB SSD M.2 PCIE/ RTX 2060 6GB GDDR6 / 15.6 FHD IPS  144Hz  3ms/ Win10) - Hàng Chính Hãng ,Acer,29659000,0,512,16,15.6,0.5,0.5,7
159,Laptop Asus ROG Strix G15 G512L-VAZ301T (Core i7-10870H/ 16GB (8GBx2) DDR4 3200MHz/ 512GB SSD PCIE G3X4/ RTX 2060 6GB GDDR6/ 15.6 FHD IPS  240Hz  3ms/ Win10) - Hàng Chính Hãng ,Asus,35999000,0,512,16,15.6,0.5,0.5,8
160,Laptop Asus Vivobook 14 A412FJ-EK387T (Core i5-10210U/ 8GB DDR4 (4GBx2) 2400MHz/ 512GB SSD M.2 PCIE/ MX230 2GB GDDR5/ 14 FHD/ Win10) - Hàng Chính Hãng ,Asus,17190000,0,512,8,14,0.5,0.5,51
161,Laptop HP Pavilion 15-cs3008TU 8QP02PA (Core i3-1005G1/ 4GB/ 256GB SSD/ 15.6 FHD/ WIN10) - Hàng Chính Hãng ,HP,12399000,3,256,4,15.6,0.294520809,0.705479191,183
162,Laptop Acer Nitro AN515-43-R9FD NH.Q6ZSV.003 (AMD R5-3550H/ 8GB DDR4/ 512GB PCIe NVMe/ GTX1650 4GB/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,18059000,0,205.4,6.6,15.28,0.5,0.5,188
163,Laptop Asus TUF Gaming F15 FX506LI-HN039T (Core i5-10300H/ 8GB DDR4 2933MHz/ 512GB SSD M.2 PCIE G3X2/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS. 144Hz/ Win10) - Hàng Chính Hãng ,Asus,22269000,1,512,8,15.6,0.369862502,0.630137498,73
164,Laptop Dell Inspiron 3493 N4I7131W (Core i7-1065G7/ 8GB DDR4 2666MHz/ 512GB PCIe NVMe/ MX230 2GB/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,19269000,1,512,8,14,0.5,0.5,70
165,Laptop Asus ROG Strix G15 G512L-UHN145T (Core i7-10750H/ 8GB DDR4 3200MHz/ 512GB SSD PCIE G3X4/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,Asus,30399000,0,512,8,15.6,0.5,0.5,26
166,Laptop Acer Aspire 5 A514-53G-513J NX.HYWSV.001 (Core i5-1035G1/ 8GB (4GB x2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ MX350 2GB GDDR5/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,15999000,0,512,8,14,0.5,0.5,52
167,"Laptop HP ProBook 430 G6 5YN00PA Core i5-8265U/ Dos (13.3"" HD) - Hàng Chính Hãng ",HP,15399000,0,256,1,14,0.5,0.5,173
168,Laptop Gaming MSI GF63 Thin 9SC-070VN Core i7-9750H/GTX 1650 4GB/Win10 (15.6 FHD IPS) - Hàng Chính Hãng ,MSI,24499000,2,256,8,15.6,0.178846548,0.821153452,176
169,Laptop Acer Swift SF314-32-54-58KB NX.GXZSV.002 Core i5-8250U/Win10 (14 ) (Silver) - Hàng Chính Hãng ,Acer,14999000,1,256,4,14,0.171262587,0.828737413,192
170,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Hàng chính hãng ( giao màu ngẫu nhiên ) ,Surface,28990000,0,256.4,12.8,16,0.5,0.5,128
171,Laptop Dell Inspiron N5593A (i7 1065G7/8GB RAM/512GB SSD/MX230 4G/15.6  FHD/Win 10/Bạc) - P90F002N93A- Hàng chính hãng ,Dell,22890000,0,512,8,14.82,0.5,0.5,36
172,Laptop HP ProBook 450 G7 9GQ43PA (Core i5-10210U/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Dos) - Hàng Chính Hãng ,HP,16299000,0,256,4,15.6,0.5,0.5,149
173,Laptop Acer Aspire A514-53-3821 NX.HUSSV.001 (Core i3 1005G1/ 4GB RAM/ 256GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,Acer,11209000,0,305,4,14,0.5,0.5,126
174,Laptop Dell Vostro V3578 NGMPF11 Core i7-8550U/Win10 (15.6 ) - Black - Hàng Chính Hãng ,Dell,17999000,1,1024,8,15.6,0.531640315,0.468359685,227
175,Laptop Dell Vostro 3405 V4R53500U003W (AMD R5-3500U/ 8GB (1x8GB) DDR4 2400Mhz/ 512SSD M2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,Dell,13399000,0,512,8,14,0.5,0.5,53
176,Laptop Acer Nitro 5 2020 AN515-55-77P9 NH.Q7NSV.003 (Core i7-10750H/ 8GB DDR4 2933MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR6/ Win10) - Hàng Chính Hãng ,Acer,26989000,0,512,8,15.6,0.5,0.5,27
177,Laptop Acer Swift 3X SF314-510G-5742 NX.A10SV.003 (Core i5-1135G7/ 16GB LPDDR4X 4266MHz/ 1TB SSD M.2 PCIE Gen3x4/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,25199000,0,1024,16,14,0.5,0.5,223
178,Laptop Acer Predator Helios 300 PH315-53-70U6 NH.Q7YSV.002 (Core i7-10750H/ 16GB (8GBx2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 2060 6GB GDDR6/ 15.6 FHD IPS  240Hz  3ms/ Win10) - Hàng Chính Hãng ,Acer,40499000,0,512,16,15.6,0.5,0.5,9
179,Laptop MSI GF75 Thin 9RCX-432VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1050Ti 4GB/ 17.3 FHD IPS/ Win10) - Hàng Chính Hãng ,MSI,21900000,1,256,8,17.3,0.118294003,0.881705997,171
180,Laptop Lenovo Ideapad S145-14API 81UV00A0VN (AMD Ryzen R3-3200U/ 4GB DDR4 2400MHz/ 256GB M.2 2242 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,Lenovo,9250000,0,256,4,14,0.5,0.5,167
181,Laptop HP Envy x360 Convertible 13-ar0116AU 9DS89PA (AMD R7-3700U/ 8GB DDR4 2400MHz Onboard/ 512GB PCIe NVMe/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng ,HP,26279000,0,512,8,13.3,0.5,0.5,68
182,Laptop Acer Predator Helios 300 PH315-53-770L NH.Q7XSV.002 (Core i7-10750H/ 8GB DDR4 2933MHz/ 512GB SSD M.2 PCIE G3X4/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD IPS  144Hz  3ms/ Win10) - Hàng Chính Hãng ,Acer,34299000,0,512,8,15.6,0.5,0.5,28
183,Laptop MSI GF63 Thin 9SCSR-1057VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR6 with Max-Q Design/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,MSI,20049000,0,512,8,15.6,0.5,0.5,29
184,Laptop HP Pavilion Gaming 15-dk1083TX 206R0PA (Core i5-10300H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,HP,22411000,0,512,8,15.6,0.5,0.5,30
185,"Laptop Acer Aspire A515-53G-564C NX.H82SV.001 Core i5-8265U/Free Dos (15.6"" FHD) - Hàng Chính Hãng ",Acer,12699000,0,1024,4,15.6,0.5,0.5,233
186,Laptop Dell Vostro 3578 V3578B Core i5-8250U/ Win10 (Black) - Hàng Chính Hãng ,Dell,15099000,0,1024,4,15.6,0.5,0.5,234
187,Máy tính laptop Surface Book 2 15  Core I7 Ram 16Gb 1Tb (New) - Hàng chính hãng ,Surface,69900000,0,460.8,16,14.82,0.5,0.5,79
188,Laptop Asus VivoBook TP412FA-EC599T (i3 10110U/4GB RAM/512GB SSD/14 Touch FHD/Win10/Bút/Bạc Xanh)-Hàng chính hãng ,Asus,13199000,0,512,4.8,14.64,0.5,0.5,72
189,Laptop Dell Latitude 3400 (L3400I5HDD) (Black) - hàng chính hãng ,Dell,15000000,0,307.4,4,15.28,0.5,0.5,124
190,Laptop Asus Vivobook 15 X509JA-EJ427T (Core i3-1005G1/ RAM 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Asus,10609000,0,512,4,15.6,0.5,0.5,62
191,Laptop Acer Aspire 3 A315-55G-504M NX.HNSSV.006 (Core i5-10210U/ 4GB DDR4/ SSD 512GB/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Acer,14989000,1,512,4,15.6,0.149959007,0.850040993,93
192,Laptop Dell Inspiron 5584 N5I5353W Core i5-8265U/ MX130/ Win10 (15 FHD) - Hàng Chính Hãng ,Dell,17999000,0,2048,1,15.6,0.5,0.5,239
193,Laptop Acer Aspire 5 A514-53-346U NX.HUSSV.005 (Core i3-1005G1/ 4GB RAM/ 512GB SSD/ 14 FHD/ Win 10) - Hàng Chính Hãng ,Acer,13159000,1,307.4,4,14,0.276430546,0.723569454,131
194,Laptop Acer Swift 5 SF514-52T-50G2 NX.GTMSV.001 Core i5-8250U/ Win10 14  (Blue) - Hàng Chính Hãng ,Acer,23399000,1,256,8,14,0.189610512,0.810389488,178
195,"Laptop Acer Swift 5 SF514-53T-740R NX.H7KSV.002 Core i7-8565U/Win10 (14"" FHD IPS Touch) - Hàng Chính Hãng ",Acer,20190000,0,256,8,14,0.5,0.5,140
196,Laptop HP 240 G7 i3-1005G1 / 4GD4 / 256GSSD / 14.0HD / Wlac / BT4.2 / 3C41WHr / XÁM/WIN10_3S004PA_D - Hàng chính hãng ,HP,9990000,0,256,4,14.32,0.5,0.5,162
197,LapTop Lenovo ThinkBook 15 IIL 20SM00D9VN | Core i3 _ 1005G1 | 4GB | 512GB SSD PCIe | Win 10 | 15 6'' FHD IPS | Hàng Chính Hãng ,Lenovo,11900000,0,512,4,14.32,0.5,0.5,75
198,Surface Pro 6 Intel Core I7 Ram 16Gb Ssd 512Gb (New)- Hàng chính hãng ,Surface,39490000,0,460.8,8,14.48,0.5,0.5,99
199,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Nhập Khẩu ,Surface,31890000,0,307.4,8,16.28,0.5,0.5,122
200,Laptop HP ProBook 450 G6 (Intel Core I5-8265U 4 RAM DDR4 500GB HDD 15.6 FHD Free DOS Sliver - 6FG97PA) -Hàng Chính Hãng ,HP,13550000,0,500,4,15.6,0.5,0.5,78
201,Laptop Avita Liber V14 NS14A8VNW561-UGAB (AMD R7-3700U/ 8GB DDR4 2400MHz/ 512GB SSD M.2 SATA/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Avita,14839000,0,512,8,14,0.5,0.5,54
203,Laptop Acer Aspire A315-56-59XY NX.HS5SV.003 (Core i5 1035G1/ 4GB RAM/ 256GB SSD/ 15.6 FHD/ Win 10) - Hàng Chính Hãng ,Acer,13199000,0,256,4,15.6,0.5,0.5,150
204,Laptop Acer Predator Helios 300 PH315-52-75R6 NH.Q54SV.003 (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 2060 6GB/ 15.6 FHD IPS  144Hz  3ms/ Win10) - Hàng Chính Hãng ,Acer,41799000,0,512,16,15.6,0.5,0.5,10
205,Laptop HP Pavilion Gaming 15-ec1056AX 1N1J6PA (AMD Ryzen 7 4800H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,HP,24799000,0,512,8,15.6,0.5,0.5,31
206,Microsoft Surface Laptop Core i5 / Win10 S 13.5  8GB RAM (Đỏ) - Hàng Nhập Khẩu ,Microsoft,27700000,0,256,8,13.5,0.5,0.5,153
207,Laptop HP Pavilion 15-cs2057TX 6YZ20PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Grey - Hàng Chính Hãng ,HP,14119000,0,1024,4,15.6,0.5,0.5,235
208,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng ,Microsoft,38080000,0,256,8,12.3,0.5,0.5,160
209,Laptop Lenovo Ideapad S340 14IIL (81VV003VVN). Intel Core I3 1005G1 (15.6 ) - Hàng Nhập Khẩu ,Lenovo,10790000,0,512,8,15.6,0.5,0.5,32
210,"Laptop HP ProBook 450 G6 6FG83PA Core i7-8565U/MX130/Dos (15.6"" FHD) - Hàng Chính Hãng ",HP,22699000,0,256,8,14,0.5,0.5,141
211,Surface Book 2 13  Core I5 Ram 8Gb Ssd 128Gb (New) - Hàng chính hãng ,Surface,33000000,0,409.6,11.2,15.94,0.5,0.5,109
212,Laptop Dell Gaming G7 7500 G7500A (Core i7-10750H/ 16GB (8GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIe/ RTX 2060 6GB GDDR6/ 15.6 FHD WVA  144Hz/ Win10) - Hàng Chính Hãng ,Dell,39359000,0,512,16,15.6,0.5,0.5,11
213,Laptop Asus VivoBook 15 A512DA-EJ1448T (AMD R3-3250U/ 4GB DDR4/ 512GB PCIe/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Asus,11890000,0,512,4,15.6,0.5,0.5,63
214,Combo Laptop AVITA LIBER V 14 màu thiên thần xanh + Balo - Hàng chính hãng ,Avita,16900000,0,512,8,14.32,0.5,0.5,39
215,Laptop Dell Vostro 5301 V3I7129W (Core i7-1165G7/ 8GB LPDDR4X/ 512GB M.2 PCIe NVMe/ MX350 2GB/ 13.3 FHD/ Win10) - Hàng Chính Hãng ,Dell,24009000,0,512,8,13.3,0.5,0.5,69
216,Laptop Asus ExpertBook B9450FA-BM0324T (Core i5-10210U/ 8GB LDDR3/ 512GB SSD PCIE G3X4/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Asus,35839000,0,512,8,14,0.5,0.5,55
217,Dell Inspiron 5584Y : i7-8565U | 8GB RAM | 1TB HDD + 128GB SSD | GeForce MX130 4GB | 15.6 FHD | Win10 | Silver - Hàng chính hãng ,Dell,20300000,0,307.4,8,14.32,0.5,0.5,123
218,"Laptop HP ProBook 440 G6 6FG85PA Core i5-8265U/MX130 2GB/Dos (14"" FHD) - Hàng Chính Hãng ",HP,16999000,0,500,4,14,0.5,0.5,82
219,Laptop Dell Gaming G5 5500 70228123 (Core i7-10750H/ 16GB (8GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIe/ RTX 2060 6GB GDDR6/ 15.6 FHD WVA  144Hz/ Win10) - Hàng Chính Hãng ,Dell,33089000,0,512,16,15.6,0.5,0.5,12
220,Laptop Acer Aspire A514-52-516K NX.HMHSV.002 Core i5-10210U/ Win10 (14 FHD) - Hàng Chính Hãng ,Acer,13600000,0,256,4,14,0.5,0.5,168
221,Laptop MSI Modern 14 B11SB-074VN (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ MX450 2GB GDDR5/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,MSI,21199000,0,512,8,14,0.5,0.5,56
